GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5515876,2019-09-07 11:59:09:030,-0.6312,-0.5965,10.4991,-0.0113,0.0183,9.8066,-0.0511,0.0119,0.0222,-14.94,-28.44,27.88,6.6,-82.17,-146.07
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5515976,2019-09-07 11:59:09:130,-0.0015,-0.6034,10.2704,-0.0027,0.0099,9.8065,-0.0276,0.0451,0.0327,-14.87,-28.25,27.56,7.46,-82.32,-145.31
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516076,2019-09-07 11:59:09:230,-0.3207,-0.4569,10.7776,0.0135,-0.0041,9.8066,0.0177,0.0055,-0.0072,-14.75,-28.25,28.13,7.88,-82.38,-144.93
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516175,2019-09-07 11:59:09:329,-0.0971,-0.7974,11.3962,0.0041,-0.0058,9.8066,-0.0145,-0.0415,-0.0396,-14.81,-27.94,27.94,6.42,-82.34,-146.21
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516275,2019-09-07 11:59:09:429,0.1022,-0.3434,9.7011,0.0138,0.0127,9.8066,-0.0023,0.0289,-0.0236,-14.56,-27.62,27.56,5.63,-82.44,-146.89
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516376,2019-09-07 11:59:09:530,-0.0835,-0.0868,9.8956,0.0043,0.0069,9.8066,-0.0115,-0.0104,-0.0158,-14.75,-27.94,27.56,4.25,-82.62,-148.09
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516475,2019-09-07 11:59:09:629,-0.0085,-0.4695,9.978,0.0029,0.003,9.8066,-0.0093,0.0198,0.0025,-13.81,-28.56,26.5,4.67,-82.71,-148.53
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516575,2019-09-07 11:59:09:729,0.1595,0.2451,9.516,0.0012,0.0043,9.8066,-0.0048,-0.011,-0.019,-14,-29.75,26.31,3.68,-82.76,-148.52
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516675,2019-09-07 11:59:09:829,0.3171,-0.2477,10.5523,-0.0146,-0.018,9.8066,0.0191,-0.0369,0.0273,-13.19,-29.94,27.69,7.46,-82.7,-148.62
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516775,2019-09-07 11:59:09:929,0.0571,-0.349,9.5083,0.0054,-0.007,9.8066,0.0119,-0.0149,-0.0221,-14,-29.06,28.81,7.24,-82.43,-147.91
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516875,2019-09-07 11:59:10:029,0.3624,0.1183,9.6574,-0.0038,0.0014,9.8066,-0.028,-0.0359,-0.0416,-14.87,-28.69,30.06,5.44,-82.47,-148.66
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5516975,2019-09-07 11:59:10:129,0.6561,0.071,9.6441,0.0017,0.0091,9.8066,0.0064,0.0606,0.0627,-14.5,-28,28.44,5.56,-82.58,-148.56
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517075,2019-09-07 11:59:10:229,0.4727,-0.5498,10.2507,0.001,0.0013,9.8066,0.0074,0.0253,-0.0034,-15.19,-27.62,28.56,5.79,-82.54,-147.55
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517175,2019-09-07 11:59:10:329,0.0948,-0.4463,9.9061,-0.0044,-0.0041,9.8066,-0.0171,-0.0393,-0.0334,-15.25,-27.62,28.31,4.7,-82.53,-147.7
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517275,2019-09-07 11:59:10:429,-0.2762,0.2101,10.1371,-0.0003,-0.0049,9.8066,0.0173,0.022,0.0525,-15.25,-27.81,27.38,3.74,-82.46,-147.68
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517375,2019-09-07 11:59:10:529,-0.2965,-0.272,9.5553,-0.0027,-0.0097,9.8066,0.02,0.0232,0.0261,-14.56,-28.06,28,5.13,-82.37,-147.34
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517475,2019-09-07 11:59:10:629,-0.0011,-0.0459,9.9494,-0.0047,0.0099,9.8066,-0.0335,0.0058,0.0114,-15.19,-28,27.94,5.42,-82.35,-147.08
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517576,2019-09-07 11:59:10:730,0.0761,-0.4039,9.8827,-0.0094,0.0106,9.8065,-0.049,-0.0157,-0.0106,-14.75,-28.31,27.38,5.69,-82.53,-145.97
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517675,2019-09-07 11:59:10:829,-0.7954,0.2949,10.6045,0.0083,0.0083,9.8066,0.0209,0.0058,-0.0277,-14.44,-28.5,27.19,8.2,-82.66,-145.42
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517776,2019-09-07 11:59:10:930,-0.0509,-0.0033,9.1895,0.0182,-0.0027,9.8066,0.0169,-0.0419,-0.0692,-14.56,-29,27.5,5.34,-82.7,-147.15
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517875,2019-09-07 11:59:11:029,-0.7008,0.194,10.3374,0.0233,-0.0067,9.8066,0.0453,-0.0073,-0.0578,-14.37,-28.25,27.31,2.74,-82.61,-150.2
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5517975,2019-09-07 11:59:11:129,-0.1456,-0.9698,9.9857,0.0244,-0.004,9.8066,0.0062,-0.0581,-0.1099,-14.12,-28.69,27.31,359.79,-82.58,-152.78
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518076,2019-09-07 11:59:11:230,0.1624,-0.4435,9.4972,0.0297,0.0222,9.8065,-0.0074,0.037,-0.018,-13.19,-28.94,27.63,359.38,-82.66,-155.64
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518175,2019-09-07 11:59:11:329,0.0485,-0.0787,8.6922,-0.0028,0.0256,9.8066,-0.0974,-0.0989,-0.0766,-13.31,-28.94,27.13,355.89,-83.13,-157.89
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518276,2019-09-07 11:59:11:430,-0.8587,0.0698,10.1768,-0.0103,0.0202,9.8066,-0.044,-0.0231,-0.0218,-12.81,-29.62,27.06,356.75,-83.39,-157.14
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518375,2019-09-07 11:59:11:529,-0.1468,-0.4244,10.1538,0.0034,0.0011,9.8066,0.0237,-0.018,0.0232,-13.12,-29.62,27.44,357.08,-83.51,-156.86
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518476,2019-09-07 11:59:11:630,-0.692,-0.5935,10.8036,0.0037,-0.0029,9.8066,0.0144,-0.0222,-0.0062,-13,-29.75,28.19,357.75,-83.42,-157.08
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518575,2019-09-07 11:59:11:729,-0.0397,-0.2792,9.4986,0.0019,0.0039,9.8066,-0.0338,-0.0276,-0.0226,-12.87,-29.5,29.19,357.61,-83.46,-157.98
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518675,2019-09-07 11:59:11:829,-0.7169,-0.1524,9.8378,-0.0041,0.0094,9.8066,-0.033,-0.0252,-0.0132,-12.87,-28.31,28.69,357.66,-83.63,-157.95
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518775,2019-09-07 11:59:11:929,0.1212,0.3739,9.1611,0.0054,0.0056,9.8066,0.0131,0.0134,0.0334,-13.56,-27.75,28.19,354.26,-83.74,-158.58
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518875,2019-09-07 11:59:12:029,1.5489,-0.4035,8.252,-0.0179,-0.007,9.8065,-0.0172,0.0148,0.1001,-13.75,-27.94,27.13,354.65,-83.69,-157.37
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5518976,2019-09-07 11:59:12:130,-0.07,0.5865,10.8069,-0.0413,-0.0082,9.8065,-0.035,-0.0545,0.0186,-13.75,-28.31,26.88,359.73,-83.69,-152.83
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5519075,2019-09-07 11:59:12:229,-1.1488,1.0896,9.5079,-0.0016,-0.0234,9.8065,0.082,0.0417,0.0827,-14.12,-28.44,27.38,2.85,-83.49,-150.06
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5519176,2019-09-07 11:59:12:330,0.0169,0.5924,10.7668,0.0108,-0.051,9.8065,0.1162,-0.0071,0.0333,-13.44,-28.37,27.13,3.36,-82.66,-151.36
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519276,2019-09-07 11:59:12:430,-0.3844,-0.5164,9.9988,0.0067,-0.0151,9.8066,0.022,0.0038,0.0046,-13.56,-28.5,27.19,0.41,-82.35,-152.24
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519375,2019-09-07 11:59:12:529,0.2206,-0.1603,9.9822,-0.0073,0.0246,9.8066,-0.0821,0.0157,0.0335,-13.56,-29.12,28,1.63,-82.41,-152.02
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519476,2019-09-07 11:59:12:630,-0.2134,1.3715,9.6745,-0.0206,0.0336,9.8065,-0.0968,-0.0294,0.0046,-13.37,-29.5,27.88,6.05,-82.92,-149.79
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519576,2019-09-07 11:59:12:730,-1.3395,1.0193,9.6555,-0.0073,0.0009,9.8066,0.0161,0.0235,0.0196,-13.56,-28.81,27.94,5.84,-83.14,-148.28
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519675,2019-09-07 11:59:12:829,-0.0295,-0.3828,10.1788,0.0074,-0.0112,9.8066,0.0222,-0.0398,-0.0159,-13.12,-28.31,27.63,7.67,-83.03,-148.32
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519775,2019-09-07 11:59:12:929,-0.107,1.0439,10.4795,0.0035,-0.0045,9.8066,0.0587,0.0622,0.0471,-13.94,-28.25,27.88,5.09,-82.9,-148.95
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519875,2019-09-07 11:59:13:029,-0.5692,0.4257,10.7727,-0.0023,-0.0109,9.8066,0.0185,0.0412,0.0308,-14.12,-28.44,27.81,4.42,-82.85,-149.54
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5519975,2019-09-07 11:59:13:129,0.1371,0.3124,9.5328,0.0059,0.0056,9.8066,0.0133,0.0347,0.0516,-13.75,-28.12,27.31,3.47,-82.81,-149.55
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5520075,2019-09-07 11:59:13:229,-0.2512,0.6073,8.8484,-0.007,-0.0042,9.8066,-0.0231,-0.0379,-0.0246,-14.37,-28.44,26.81,3.96,-82.79,-149.12
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5520175,2019-09-07 11:59:13:329,-0.201,0.6295,9.9347,-0.0109,0.005,9.8065,-0.0452,-0.0433,-0.0221,-13.19,-28.25,27,6.13,-82.89,-148.92
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5520276,2019-09-07 11:59:13:430,0.0628,-0.2021,8.9223,0.0025,0.0108,9.8066,-0.0047,0.0445,0.0321,-13.44,-28,26.63,7.12,-83.01,-148.03
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520376,2019-09-07 11:59:13:530,-0.3088,0.9177,10.1711,-0.0015,0.0016,9.8066,-0.0048,-0.0332,-0.0271,-13.62,-28.25,26.88,6.09,-82.97,-147.24
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520476,2019-09-07 11:59:13:630,-0.1869,0.6353,10.021,0.009,-0.0095,9.8065,0.0324,0.0152,-0.0067,-13.19,-28.75,27,7.11,-82.94,-148.08
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520575,2019-09-07 11:59:13:729,-0.5407,-0.2279,9.0909,-0.0003,-0.0156,9.8066,0.0106,-0.034,-0.0177,-13.62,-27.75,26.88,4.53,-82.77,-148.63
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520675,2019-09-07 11:59:13:829,-0.1786,-0.1945,9.7461,0.0036,0.0044,9.8066,0.0003,0.0254,0.0204,-13.37,-27.87,27.19,6.43,-82.63,-148.68
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520775,2019-09-07 11:59:13:929,-0.1355,0.0788,9.5325,-0.0009,0.0089,9.8066,-0.0224,-0.0057,0,-13.94,-28.25,26.69,4.9,-82.65,-148.31
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520875,2019-09-07 11:59:14:029,-0.2516,0.323,10.5069,-0.007,0.0035,9.8066,-0.0584,-0.0628,-0.0603,-13.31,-28.87,26.56,7.45,-82.78,-147.8
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5520975,2019-09-07 11:59:14:129,-0.2397,0.0848,9.3889,0.0096,0.0041,9.8066,0.0382,0.0436,0.0039,-13.81,-27.87,27.25,4.68,-82.9,-148.48
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5521075,2019-09-07 11:59:14:229,0.1092,-0.4609,9.5921,0.0064,-0.0076,9.8066,0.0219,-0.0003,-0.0307,-13.12,-28.06,27.06,5.89,-82.81,-149.13
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5521176,2019-09-07 11:59:14:330,0.0822,-0.2186,9.7818,0.0002,0.0057,9.8066,-0.0304,-0.001,-0.019,-13.5,-28.12,27.25,5.03,-82.79,-149.89
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521277,2019-09-07 11:59:14:431,0.1503,0.0755,10.3062,-0.0018,0.006,9.8066,-0.0101,0.0011,-0.0144,-13.37,-28.25,27.31,5.27,-82.89,-149.67
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521375,2019-09-07 11:59:14:529,0.2509,0.4607,9.0333,0.0004,-0.0108,9.8066,0.026,-0.0122,-0.0113,-12.87,-28.44,27.25,5.37,-82.87,-149.58
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521475,2019-09-07 11:59:14:629,0.0917,0.7195,9.2935,0.0079,-0.0076,9.8066,-0.0048,-0.0249,-0.0286,-12.94,-27.94,27.25,4.5,-82.72,-150.36
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521576,2019-09-07 11:59:14:730,-0.3277,0.5008,9.9306,-0.0107,0.0019,9.8066,-0.0476,-0.0427,-0.0414,-13.62,-28.62,27,2.59,-82.74,-150.34
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521675,2019-09-07 11:59:14:829,0.0962,-0.0121,9.9591,-0.0051,0.0176,9.8066,-0.0309,0.0295,0.0148,-13.37,-28.44,27,5.61,-82.92,-149.37
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521775,2019-09-07 11:59:14:929,-0.1869,0.492,9.1292,-0.003,-0.0036,9.8066,0.0241,0.0298,-0.0003,-13.44,-29,27.44,6.48,-82.95,-148.63
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521875,2019-09-07 11:59:15:029,0.1048,0.2685,9.3873,0.0029,-0.0109,9.8066,0.0174,-0.0217,-0.0198,-13.19,-28.37,27.44,6.24,-82.78,-148.83
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5521975,2019-09-07 11:59:15:129,0.1805,0.4225,10.3774,0.0069,-0.0081,9.8066,0.0189,-0.0094,-0.02,-13.5,-28,27.38,5.73,-82.65,-149.29
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5522075,2019-09-07 11:59:15:229,-0.4832,0.0111,10.1579,0.0064,-0.002,9.8066,-0.0134,0.0012,0.0014,-14,-28.37,27.75,3.25,-82.6,-150.59
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5522175,2019-09-07 11:59:15:329,-0.521,0.5917,9.7553,-0.0093,0.01,9.8065,-0.0217,0.047,0.046,-13.31,-28.25,27.69,5.83,-82.7,-149.99
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522276,2019-09-07 11:59:15:430,-0.461,0.8779,10.9959,-0.0065,0.0063,9.8066,-0.0016,0.0157,-0.0061,-13.75,-28.5,27.75,5.48,-82.79,-148.61
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522375,2019-09-07 11:59:15:529,-0.1699,0.098,9.7517,0.0062,-0.0023,9.8066,0.0256,0.031,0.0123,-13.44,-28.37,28,7.3,-82.81,-148.68
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522476,2019-09-07 11:59:15:630,0.0497,0.605,10.0668,0.0037,-0.0048,9.8066,0.0226,0.0184,0.006,-13.87,-28.25,28.06,4.63,-82.77,-149.36
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522575,2019-09-07 11:59:15:729,-0.1855,-0.1311,9.8034,0.0008,-0.0083,9.8066,-0.0062,-0.0336,-0.0376,-13.62,-28.25,27.75,4.34,-82.72,-149.62
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522675,2019-09-07 11:59:15:829,0.2208,0.3285,9.5481,0.0028,0.0039,9.8065,-0.0098,0.0182,-0.0009,-13.81,-28.12,28.31,3.65,-82.76,-150.23
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522775,2019-09-07 11:59:15:929,-0.0725,0.5917,9.6972,-0.004,0.0086,9.8066,-0.0189,0.0212,0.0088,-13.75,-28.31,28,3.85,-82.87,-150.04
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522875,2019-09-07 11:59:16:029,0.1128,0.665,8.9161,-0.0105,0.0076,9.8066,-0.017,-0.0001,0.0127,-13.75,-27.5,27.75,4.42,-83.01,-149.51
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5522975,2019-09-07 11:59:16:129,-0.3902,0.1106,9.5242,-0.0075,-0.0071,9.8066,-0.0137,-0.0087,-0.0012,-14.62,-27.87,27.63,3.91,-83.02,-148.36
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5523075,2019-09-07 11:59:16:229,-0.3679,0.3289,9.8537,0.0038,-0.0038,9.8066,0.0202,0.0116,0.0078,-14.06,-27.62,27.5,5.53,-82.97,-148.55
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5523176,2019-09-07 11:59:16:330,-0.1523,0.8724,12.3645,0.0107,-0.0079,9.8065,0.0787,0.0575,0.0295,-14.75,-27.81,27.25,1.9,-82.87,-149.27
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523275,2019-09-07 11:59:16:429,-0.304,-0.693,8.9004,0.01,-0.0108,9.8065,0.0001,-0.0232,-0.0228,-13.44,-28.69,27.94,5.77,-82.61,-150.07
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523376,2019-09-07 11:59:16:530,0.0415,-0.0678,9.6944,0.0004,0.0143,9.8066,-0.0633,-0.031,-0.0202,-14.25,-27.75,28.5,4.2,-82.62,-150.53
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523475,2019-09-07 11:59:16:629,-0.3565,0.988,9.85,-0.0228,0.0201,9.8065,-0.0586,-0.0374,0.0101,-13.69,-28.75,27.25,3.75,-82.87,-149.31
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523575,2019-09-07 11:59:16:729,-0.7446,0.7731,10.3709,-0.0138,-0.0033,9.8066,0.0276,0.0014,0.032,-14.56,-28.69,26.81,4.77,-83.04,-146.75
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523675,2019-09-07 11:59:16:829,-0.4345,-0.7322,10.2355,0.0072,-0.0339,9.8065,0.0787,-0.0128,0.0141,-13.69,-28.94,27,6.11,-82.57,-147.28
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523776,2019-09-07 11:59:16:930,-0.008,0.1336,10.196,0.0025,-0.0209,9.8066,0.052,0.0032,0.0337,-14.06,-28.94,28.06,6.47,-82.27,-147.83
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523875,2019-09-07 11:59:17:029,-0.4209,-0.5154,9.8782,-0.0009,0.0026,9.8066,-0.0069,0.0028,0.0022,-13.62,-28.75,28.06,6.83,-82.14,-147.54
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5523975,2019-09-07 11:59:17:129,-0.0671,-0.3065,9.653,-0.0001,0.0143,9.8066,-0.0403,-0.0188,-0.0114,-13.62,-28.31,27.75,6.98,-82.27,-147.36
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5524076,2019-09-07 11:59:17:230,-0.6003,0.4732,9.6971,-0.0003,0.0192,9.8065,-0.0344,-0.0141,-0.0212,-13.12,-28.37,27.5,9.2,-82.47,-147.06
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 23,5524175,2019-09-07 11:59:17:329,-0.3461,0.6129,10.3916,-0.0044,0.0011,9.8066,-0.0029,-0.038,0.0068,-13.19,-28.94,27.5,9.74,-82.65,-146.6
52.431473,-1.483093,148.83,10.68,3,222.76,22 / 22,5524278,2019-09-07 11:59:17:432,-0.6291,-0.4262,10.6719,0.0085,-0.011,9.8066,0.0516,0.0266,0.0188,-13.56,-27.75,27.5,7.16,-82.5,-147.17
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524375,2019-09-07 11:59:17:529,-0.3039,-0.6093,10.6846,0.001,-0.0151,9.8066,0.0149,0.0024,0.0247,-12.69,-27.31,28.5,9.49,-82.4,-147.51
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524476,2019-09-07 11:59:17:630,0.125,0.5292,9.2198,0.0079,0.0087,9.8066,0.0003,0.002,-0.009,-13.25,-28,27.13,7.4,-82.36,-147.87
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524575,2019-09-07 11:59:17:729,-0.1632,-0.0884,10.5508,0.0029,0.0166,9.8066,0.0049,0.0545,0.0505,-13.25,-27.94,27,7.96,-82.51,-147.36
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524675,2019-09-07 11:59:17:829,-0.774,0.7589,9.8341,0.0005,0.0026,9.8066,-0.0091,0.0211,-0.0065,-13.19,-27.5,27.38,8.05,-82.55,-147.24
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524776,2019-09-07 11:59:17:930,0.1757,-0.15,9.308,0.0019,0.01,9.8066,-0.0224,-0.0068,0.003,-13.25,-28.25,26.94,8.06,-82.59,-147.27
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524876,2019-09-07 11:59:18:030,-0.4198,0.3657,10.4301,-0.0014,0.0076,9.8065,-0.0115,-0.0082,-0.0009,-13.69,-27.62,27.13,6.22,-82.79,-147.14
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5524975,2019-09-07 11:59:18:129,-0.0321,-0.1705,10.6624,0.0005,-0.0009,9.8066,-0.0243,-0.0521,-0.0421,-13.87,-27.94,27.44,6.48,-82.79,-146.91
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525075,2019-09-07 11:59:18:229,0.1142,0.0264,10.2679,0.0046,0.0007,9.8066,0.0091,0.0192,0.0219,-13.56,-27.31,26.5,5.97,-82.82,-147.33
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525175,2019-09-07 11:59:18:329,-0.3862,-0.0435,10.2857,-0.0089,-0.0069,9.8066,-0.0103,-0.0131,-0.0087,-14,-27.37,26.75,6.86,-82.75,-146.55
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525276,2019-09-07 11:59:18:430,-0.3774,0.5627,9.559,0,-0.0005,9.8066,0.0043,-0.0097,-0.0055,-13.87,-27.31,27.56,7.89,-82.74,-146.46
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525375,2019-09-07 11:59:18:529,0.0754,0.8542,10.5449,-0.0069,-0.0044,9.8066,0.0058,0.0053,0.0305,-13.31,-27.19,27.25,8.67,-82.74,-146.68
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525475,2019-09-07 11:59:18:629,-0.2612,0.0547,10.0426,-0.012,-0.0052,9.8066,-0.0134,-0.0248,-0.0026,-13.56,-27.37,27.19,7.77,-82.66,-145.76
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525576,2019-09-07 11:59:18:730,-0.7425,0.4727,10.0938,-0.006,0.0051,9.8066,-0.0182,0.0055,-0.0017,-13.94,-27.56,26.31,7.59,-82.7,-145.08
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525675,2019-09-07 11:59:18:829,-0.441,0.4468,9.716,-0.0076,-0.001,9.8066,-0.0129,-0.0408,-0.0131,-14.06,-27.37,26.94,9.41,-82.74,-144.31
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525775,2019-09-07 11:59:18:929,-0.714,0.4702,9.6775,0.0057,-0.014,9.8066,0.0305,-0.004,-0.0022,-14.44,-27.75,26.44,8.22,-82.6,-144.55
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525875,2019-09-07 11:59:19:029,-0.2507,-0.0443,9.6899,0.0045,-0.0092,9.8066,0.0075,-0.0124,-0.0058,-14.37,-27.44,27.56,9.39,-82.5,-145.18
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5525976,2019-09-07 11:59:19:130,-0.6773,0.2474,9.929,-0.003,0.0137,9.8065,-0.0285,0.0046,0.0023,-14.06,-27.06,26.88,8.8,-82.5,-144.88
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526075,2019-09-07 11:59:19:229,-0.4378,0.9139,9.9874,-0.0005,0.0121,9.8066,-0.0301,-0.0223,-0.0343,-13.56,-27.25,27,9.39,-82.74,-144.32
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526176,2019-09-07 11:59:19:330,-0.488,1.1828,9.6424,0.0057,-0.0037,9.8066,0.0192,-0.0106,-0.0133,-13.94,-27.25,27.94,9.95,-82.85,-144.62
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526276,2019-09-07 11:59:19:430,-0.2388,0.4219,9.0557,0.005,-0.0098,9.8066,0.0209,-0.0175,0.0003,-13.75,-27.25,27.88,8.9,-82.76,-145.57
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526375,2019-09-07 11:59:19:529,-0.61,0.4358,9.8789,0.0031,0.0041,9.8066,-0.0086,0.0116,0.0009,-12.87,-27,27.38,9.59,-82.74,-145.86
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526475,2019-09-07 11:59:19:629,-0.3027,0.7711,9.3476,0.0007,0.0077,9.8066,-0.0211,-0.037,-0.0238,-13.81,-27.19,27.06,7.86,-82.81,-145.66
52.43084,-1.484122,150.01,9.92,2,226.05,22 / 22,5526576,2019-09-07 11:59:19:730,-0.4279,0.5984,9.5099,0.0006,0.0023,9.8066,0.0054,-0.0128,-0.0029,-13.25,-27.37,27.13,10.09,-82.87,-145.4
